original_line_id,text,speaker,season,episode,scene,utterance,EPISODE_ID,evaluation,line_id_global,line_id_local,line_id,manual_flag,new_scene,split_marker
57363,No! What are you going to do? Make me?,Amy Green,9,8,1,230,S9E8,ok,230,230,230,,,
57364,"Heey man, I work out.",Rachel Green,9,8,1,231,S9E8,ok,231,231,231,,,
57365,So do I.,Amy Green,9,8,1,232,S9E8,ok,232,232,232,,,
57366,I do pilates.,Rachel Green,9,8,1,233,S9E8,ok,233,233,233,,,
57367,I do yoga.,Amy Green,9,8,1,234,S9E8,ok,234,234,234,,,
57368,Bring it on!,Rachel Green,9,8,1,235,S9E8,ok,235,235,235,,,
57369,Put the plates in the boxes!! Put the plates in the boxes!,Monica Geller,9,8,1,236,S9E8,ok,236,236,236,,,
57370,Did you just push me?,Rachel Green,9,8,1,237,S9E8,ok,237,237,237,,,
57371,"Uh, yeah I think I did.",Amy Green,9,8,1,238,S9E8,ok,238,238,238,,,
57372,Alright. Thats it!,Rachel Green,9,8,1,239,S9E8,ok,239,239,239,,,
57373,Forget the bubblewrap! There isn't time!,Monica Geller,9,8,1,240,S9E8,ok_split,240,240,240,,,
57373,Frizzy frizzy frizzy frizzy!!,Rachel Green,9,8,1,241,S9E8,updated_scene_dir,241,241,241,,,
57374,Oh my god! Shouldn't we stop this?,Phoebe Buffay,9,8,1,242,S9E8,ok,242,242,242,,,
57375,What? Are you out of your mind? Lets throw some jello on them.,Joey Tribbiani,9,8,1,243,S9E8,ok,243,243,243,,,
57376,Ew! Gross.,Rachel Green,9,8,1,244,S9E8,ok,244,244,244,,,
57377,"Alright! That is it. This is our apartment and you can not behave this way. Now if you can't act your age then you shouldn't be here at all. Now those plates may not be as nice as the pretty pink ones I picked out, but they're very important to Monica. I want you to apologize to her right now.",Chandler Bing,9,8,1,245,S9E8,ok,245,245,245,,,
57378,I'm sorry.,Amy Green,9,8,1,246,S9E8,ok,246,246,246,,,
57379,"Mon, I'm so sorry.",Rachel Green,9,8,1,247,S9E8,ok,247,247,247,,,
57380,Okay. Thats better. Now I want you to both apologize to each other and mean it.,Chandler Bing,9,8,1,248,S9E8,ok,248,248,248,,,
57381,Sorry.,,9,8,1,249,S9E8,ok,249,249,249,,,
57382,"By the way, that fight was totally arousing.",Chandler Bing,9,8,1,250,S9E8,ok,250,250,250,,,
57383,"Dude. Well done. You know what? If I die, and Rachel dies and Monica dies then you can totally take care of Emma.",Ross Geller,9,8,1,251,S9E8,ok,251,251,251,,,
57384,Oh yeah? Well thanks.,Chandler Bing,9,8,1,252,S9E8,ok,252,252,252,,,
57385,"So, so now do I get Joey?",Ross Geller,9,8,1,253,S9E8,ok,253,253,253,,,
57386,"Okay, but you should know he eats five times a day and shoves pennies up his nose.",Chandler Bing,9,8,1,254,S9E8,ok,254,254,254,,,
57387,Are you okay Mon?,Rachel Green,9,8,1,255,S9E8,ok,255,255,255,,,
57388,uh huh.. I mean these things happen. Its' just a plate. Its not like somebody died.,Monica Geller,9,8,1,256,S9E8,ok,256,256,256,,,
57389,It's all right. You can mourn.,Phoebe Buffay,9,8,1,257,S9E8,ok,257,257,257,,,
57390,Thank you. It was so beautiful. I'm going to go to Joeys and get the pies.,Monica Geller,9,8,1,258,S9E8,ok,258,258,258,,,
57391,"Actually its not pies, its just pie.",Joey Tribbiani,9,8,1,259,S9E8,ok,259,259,259,,,
57392,I don't care. Oh my god. I've lost the will to scold.,Monica Geller,9,8,1,260,S9E8,ok,260,260,260,,,
57393,"Look Amy, it got a little of control..Um.. and I'm sorry. You're my sister and uh.. if it really means that much to you..",Rachel Green,9,8,1,261,S9E8,ok,261,261,261,,,
57394,So you're going to give me the baby?,Amy Green,9,8,1,262,S9E8,ok,262,262,262,,,
57395,Uh. No.. I was going to let you use my Ralph Lauren discount.,Rachel Green,9,8,1,263,S9E8,ok,263,263,263,,,
57396,You are not going to regret this.,Amy Green,9,8,1,264,S9E8,ok,264,264,264,,,
57397,She needs changing.,Rachel Green,9,8,1,265,S9E8,ok,265,265,265,,,
57398,"Oh no no no.. I'll get her. I'm super-compentent and totally responsibile and fourth in line to raise Emma. I'll be right there Emma. Just let me get my trusty diaper bag here. Well.. what do you know? I guess, I'll be the one who dies first.",Chandler Bing,9,8,1,266,S9E8,ok,266,266,266,,,
57400,"Hey, does Monica know about her broken plates yet?",Phoebe Buffay,9,8,2,1,S9E8,ok,267,267,267,,,
57401,Nope...,Chandler Bing,9,8,2,2,S9E8,ok,268,268,268,,,
57402,"Broke them all, huh?",Phoebe Buffay,9,8,2,3,S9E8,ok,269,269,269,,,
57403,Yep...,Chandler Bing,9,8,2,4,S9E8,ok,270,270,270,,,
57404,You gonna tell her?,Phoebe Buffay,9,8,2,5,S9E8,ok,271,271,271,,,
57405,"Nope... Hey... so I'm gonna... put the plates back. You know, I think you were right, I don't think we should use these plates again for a looong time.",Chandler Bing,9,8,2,6,S9E8,ok,272,272,272,,,
57406,Like only if the queen comes?,Monica Geller,9,8,2,7,S9E8,ok,273,273,273,,,
57407,Maybe not even then.,Chandler Bing,9,8,2,8,S9E8,ok,274,274,274,,,
57408,"Hey! I did it. I called my producer. I told him I had a family emergency, he totally bought it. Thanks for teaching me how to lie Pheebs.",Joey Tribbiani,9,8,2,9,S9E8,ok,275,275,275,,,
57409,No problem! Next week: stealing...,Phoebe Buffay,9,8,2,10,S9E8,ok,276,276,276,,,
57410,Bye plates!,Monica Geller,9,8,2,11,S9E8,ok,277,277,277,,,
57411,"Oh, you told her you broke all the plates, huh?",Joey Tribbiani,9,8,2,12,S9E8,ok,278,278,278,,,
57412,What? Something happened with the plates?,Monica Geller,9,8,2,13,S9E8,ok,279,279,279,,,
57413,Uhm... Yeah... this uhm... raccoon came in...,Joey Tribbiani,9,8,2,14,S9E8,ok,280,280,280,,,
