"season","episode","scene","utterance","emotion","EPISODE_ID"
"1","14","10","4","Neutral","S1E14"
"1","14","10","5","Neutral","S1E14"
"1","14","10","6","Neutral","S1E14"
"1","14","10","7","Neutral","S1E14"
"1","14","10","8","Neutral","S1E14"
"1","14","10","9","Joyful","S1E14"
"1","14","10","10","Neutral","S1E14"
"1","14","10","11","Neutral","S1E14"
"1","14","10","12","Scared","S1E14"
"1","14","10","13","Neutral","S1E14"
"1","14","10","14","Scared","S1E14"
"1","14","11","1","Scared","S1E14"
"1","14","11","2","Neutral","S1E14"
"1","14","11","3","Neutral","S1E14"
"1","14","11","5","Neutral","S1E14"
"1","14","11","6","Neutral","S1E14"
"1","14","11","7","Joyful","S1E14"
"1","14","11","9","Neutral","S1E14"
"1","14","12","1","Neutral","S1E14"
"1","14","12","2","Neutral","S1E14"
"1","14","12","3","Joyful","S1E14"
"1","14","12","4","Sad","S1E14"
"1","14","12","5","Scared","S1E14"
"1","14","12","6","Peaceful","S1E14"
"1","14","12","7","Joyful","S1E14"
"1","14","12","8","Joyful","S1E14"
"1","14","12","9","Joyful","S1E14"
"1","14","13","1","Neutral","S1E14"
"1","14","13","2","Joyful","S1E14"
"1","14","13","3","Joyful","S1E14"
"1","14","13","4","Peaceful","S1E14"
"1","14","13","5","Peaceful","S1E14"
"1","14","13","6","Joyful","S1E14"
"1","14","13","7","Joyful","S1E14"
"1","14","14","1","Neutral","S1E14"
"1","14","14","2","Joyful","S1E14"
"1","14","14","3","Joyful","S1E14"
"1","14","14","4","Scared","S1E14"
"1","14","14","5","Neutral","S1E14"
"1","14","14","6","Joyful","S1E14"
"1","14","14","7","Powerful","S1E14"
"1","14","14","8","Joyful","S1E14"
"1","14","14","9","Neutral","S1E14"
"1","14","14","10","Powerful","S1E14"
"1","14","14","11","Powerful","S1E14"
"1","14","14","12","Peaceful","S1E14"
"1","14","14","13","Powerful","S1E14"
"1","14","14","15","Neutral","S1E14"
"1","14","15","1","Neutral","S1E14"
"1","14","15","2","Mad","S1E14"
"1","14","15","3","Scared","S1E14"
"1","14","15","4","Neutral","S1E14"
"1","14","15","5","Neutral","S1E14"
"1","14","15","6","Neutral","S1E14"
"1","14","15","7","Neutral","S1E14"
"1","14","15","8","Peaceful","S1E14"
"1","14","15","10","Neutral","S1E14"
"1","14","15","11","Scared","S1E14"
"1","14","15","12","Neutral","S1E14"
"1","14","15","13","Neutral","S1E14"
"1","14","15","14","Neutral","S1E14"
"1","14","15","16","Neutral","S1E14"
"1","14","16","1","Neutral","S1E14"
"1","14","16","2","Neutral","S1E14"
"1","14","16","3","Joyful","S1E14"
"1","14","16","4","Joyful","S1E14"
"1","14","16","5","Joyful","S1E14"
"1","14","16","6","Joyful","S1E14"
"1","14","16","7","Joyful","S1E14"
"1","15","1","1","Neutral","S1E15"
"1","15","1","2","Neutral","S1E15"
"1","15","1","3","Neutral","S1E15"
"1","15","1","4","Neutral","S1E15"
"1","15","1","5","Neutral","S1E15"
"1","15","1","6","Scared","S1E15"
"1","15","1","7","Neutral","S1E15"
"1","15","1","8","Neutral","S1E15"
"1","15","1","9","Neutral","S1E15"
"1","15","6","1","Joyful","S1E15"
"1","15","6","2","Joyful","S1E15"
"1","15","6","3","Joyful","S1E15"
"1","15","6","4","Peaceful","S1E15"
"1","15","6","5","Mad","S1E15"
"1","15","6","6","Joyful","S1E15"
"1","15","6","8","Scared","S1E15"
"1","15","6","9","Mad","S1E15"
"1","15","6","10","Joyful","S1E15"
"1","15","6","11","Mad","S1E15"
"1","15","6","12","Joyful","S1E15"
"1","15","6","13","Peaceful","S1E15"
"1","15","6","14","Mad","S1E15"
"1","15","6","15","Joyful","S1E15"
"1","15","6","16","Joyful","S1E15"
"1","15","6","18","Joyful","S1E15"
"1","15","6","19","Neutral","S1E15"
"1","15","6","20","Neutral","S1E15"
"1","15","6","21","Mad","S1E15"
"1","15","6","22","Neutral","S1E15"
"1","15","6","23","Sad","S1E15"
"1","15","6","24","Mad","S1E15"
"1","15","6","25","Mad","S1E15"
"1","15","6","26","Mad","S1E15"
"1","15","6","27","Joyful","S1E15"
"1","15","7","1","Neutral","S1E15"
"1","15","7","2","Scared","S1E15"
"1","15","7","3","Joyful","S1E15"
"1","15","7","4","Scared","S1E15"
"1","15","7","5","Neutral","S1E15"
"1","15","7","6","Neutral","S1E15"
"1","15","7","7","Neutral","S1E15"
"1","15","7","8","Scared","S1E15"
"1","15","7","9","Neutral","S1E15"
"1","15","7","10","Joyful","S1E15"
"1","15","9","1","Neutral","S1E15"
"1","15","9","2","Joyful","S1E15"
"1","15","9","3","Joyful","S1E15"
"1","15","9","4","Joyful","S1E15"
"1","15","9","5","Joyful","S1E15"
"1","15","9","6","Joyful","S1E15"
"1","15","9","7","Joyful","S1E15"
"1","15","9","8","Neutral","S1E15"
"1","15","9","9","Powerful","S1E15"
"1","15","9","11","Neutral","S1E15"
"1","15","9","13","Mad","S1E15"
"1","15","10","1","Mad","S1E15"
"1","15","10","2","Neutral","S1E15"
"1","15","10","3","Mad","S1E15"
"1","15","10","4","Neutral","S1E15"
"1","15","10","5","Neutral","S1E15"
"1","15","10","6","Neutral","S1E15"
"1","15","10","7","Neutral","S1E15"
"1","15","10","8","Neutral","S1E15"
"1","15","10","9","Scared","S1E15"
"1","15","10","10","Neutral","S1E15"
"1","15","12","1","Mad","S1E15"
"1","15","12","2","Powerful","S1E15"
"1","15","12","3","Powerful","S1E15"
"1","15","12","4","Sad","S1E15"
"1","15","12","5","Powerful","S1E15"
"1","15","12","6","Joyful","S1E15"
"1","15","12","8","Scared","S1E15"
"1","15","12","9","Powerful","S1E15"
"1","15","12","10","Powerful","S1E15"
"1","15","12","11","Joyful","S1E15"
"1","15","12","12","Joyful","S1E15"
"1","15","12","13","Scared","S1E15"
"1","15","12","14","Joyful","S1E15"
"1","15","12","15","Joyful","S1E15"
"1","15","12","16","Neutral","S1E15"
"1","15","12","17","Neutral","S1E15"
"1","15","12","18","Scared","S1E15"
"1","15","14","1","Neutral","S1E15"
"1","15","14","2","Joyful","S1E15"
"1","15","14","3","Neutral","S1E15"
"1","15","14","4","Joyful","S1E15"
"1","15","14","5","Neutral","S1E15"
"1","15","14","6","Neutral","S1E15"
"1","15","14","7","Neutral","S1E15"
"1","15","14","8","Mad","S1E15"
"1","15","14","9","Neutral","S1E15"
"1","16","1","1","Mad","S1E16"
"1","16","1","3","Neutral","S1E16"
"1","16","1","5","Joyful","S1E16"
"1","16","1","7","Neutral","S1E16"
"1","16","1","8","Peaceful","S1E16"
"1","16","1","9","Neutral","S1E16"
"1","16","1","10","Neutral","S1E16"
"1","16","1","11","Neutral","S1E16"
"1","16","1","12","Neutral","S1E16"
"1","16","1","13","Neutral","S1E16"
"1","16","1","14","Mad","S1E16"
"1","16","3","1","Neutral","S1E16"
"1","16","3","2","Powerful","S1E16"
"1","16","3","3","Scared","S1E16"
"1","16","3","4","Neutral","S1E16"
"1","16","3","5","Scared","S1E16"
"1","16","3","6","Neutral","S1E16"
"1","16","3","7","Neutral","S1E16"
"1","16","3","8","Neutral","S1E16"
"1","16","3","9","Neutral","S1E16"
"1","16","3","11","Neutral","S1E16"
"1","16","3","12","Joyful","S1E16"
"1","16","3","13","Neutral","S1E16"
"1","16","3","14","Scared","S1E16"
"1","16","3","15","Neutral","S1E16"
"1","16","3","16","Neutral","S1E16"
"1","16","3","17","Neutral","S1E16"
"1","16","3","18","Powerful","S1E16"
"1","16","4","2","Mad","S1E16"
"1","16","4","3","Neutral","S1E16"
"1","16","4","4","Neutral","S1E16"
"1","16","4","6","Neutral","S1E16"
"1","16","4","7","Neutral","S1E16"
"1","16","4","8","Neutral","S1E16"
"1","16","4","9","Mad","S1E16"
"1","16","4","10","Neutral","S1E16"
"1","16","4","11","Mad","S1E16"
"1","16","4","12","Neutral","S1E16"
"1","16","4","13","Neutral","S1E16"
"1","16","4","14","Neutral","S1E16"
"1","16","6","1","Sad","S1E16"
"1","16","6","2","Neutral","S1E16"
"1","16","6","3","Neutral","S1E16"
"1","16","6","4","Powerful","S1E16"
"1","16","6","5","Joyful","S1E16"
"1","16","6","6","Neutral","S1E16"
"1","16","6","8","Scared","S1E16"
"1","16","6","9","Scared","S1E16"
"1","16","6","10","Neutral","S1E16"
"1","16","6","11","Mad","S1E16"
"1","16","6","12","Neutral","S1E16"
"1","16","6","13","Neutral","S1E16"
"1","16","6","14","Neutral","S1E16"
"1","16","6","15","Neutral","S1E16"
"1","16","6","17","Neutral","S1E16"
"1","16","6","19","Joyful","S1E16"
"1","16","7","1","Neutral","S1E16"
"1","16","7","2","Neutral","S1E16"
"1","16","7","3","Neutral","S1E16"
"1","16","7","4","Sad","S1E16"
"1","16","7","5","Neutral","S1E16"
"1","16","7","6","Sad","S1E16"
"1","16","7","7","Scared","S1E16"
"1","16","7","8","Neutral","S1E16"
"1","16","8","1","Scared","S1E16"
"1","16","8","3","Neutral","S1E16"
"1","16","8","4","Scared","S1E16"
"1","16","8","5","Neutral","S1E16"
"1","16","8","6","Joyful","S1E16"
"1","16","11","1","Neutral","S1E16"
"1","16","11","2","Neutral","S1E16"
"1","16","11","3","Joyful","S1E16"
"1","16","11","5","Joyful","S1E16"
"1","16","11","6","Neutral","S1E16"
"1","16","11","8","Sad","S1E16"
"1","16","11","9","Neutral","S1E16"
"1","16","11","10","Neutral","S1E16"
"1","16","11","11","Neutral","S1E16"
"1","16","11","12","Neutral","S1E16"
"1","16","11","13","Scared","S1E16"
"1","16","11","14","Neutral","S1E16"
"1","16","12","1","Joyful","S1E16"
"1","16","12","2","Neutral","S1E16"
"1","16","12","4","Neutral","S1E16"
"1","16","12","6","Mad","S1E16"
"1","16","12","7","Neutral","S1E16"
"1","16","12","8","Neutral","S1E16"
"1","16","12","9","Neutral","S1E16"
"1","16","12","10","Mad","S1E16"
"1","16","12","11","Neutral","S1E16"
"1","16","12","13","Scared","S1E16"
"1","16","12","15","Scared","S1E16"
"1","16","13","1","Scared","S1E16"
"1","16","13","2","Neutral","S1E16"
"1","16","13","3","Scared","S1E16"
"1","16","13","4","Joyful","S1E16"
"1","16","13","5","Scared","S1E16"
"1","16","13","6","Neutral","S1E16"
"1","16","13","8","Neutral","S1E16"
"1","16","13","9","Neutral","S1E16"
"1","16","13","10","Neutral","S1E16"
"1","16","13","11","Neutral","S1E16"
"1","16","13","12","Neutral","S1E16"
"1","16","13","14","Neutral","S1E16"
"1","16","13","15","Mad","S1E16"
"1","16","13","17","Neutral","S1E16"
"1","16","14","1","Neutral","S1E16"
"1","16","14","2","Neutral","S1E16"
"1","16","14","3","Neutral","S1E16"
"1","16","14","4","Neutral","S1E16"
"1","16","14","5","Neutral","S1E16"
"1","16","14","6","Neutral","S1E16"
"1","16","14","7","Neutral","S1E16"
"1","16","14","8","Neutral","S1E16"
"1","16","14","9","Joyful","S1E16"
"1","16","14","10","Neutral","S1E16"
"1","16","14","11","Neutral","S1E16"
"1","16","14","12","Neutral","S1E16"
"1","16","14","13","Neutral","S1E16"
"1","16","15","1","Neutral","S1E16"
"1","16","15","2","Neutral","S1E16"
"1","16","15","3","Mad","S1E16"
"1","16","15","4","Peaceful","S1E16"
"1","16","15","6","Scared","S1E16"
"1","16","15","7","Peaceful","S1E16"
"1","16","15","8","Peaceful","S1E16"
"1","16","15","9","Peaceful","S1E16"
"1","16","15","10","Sad","S1E16"
"1","16","15","11","Neutral","S1E16"
"1","16","15","12","Mad","S1E16"
"1","16","15","13","Sad","S1E16"
"1","16","15","14","Sad","S1E16"
"1","16","15","15","Sad","S1E16"
"1","16","15","16","Sad","S1E16"
"1","16","15","17","Powerful","S1E16"
"1","16","15","18","Peaceful","S1E16"
"1","16","15","19","Neutral","S1E16"
"1","16","15","20","Joyful","S1E16"
"1","16","15","21","Sad","S1E16"
"1","16","15","22","Peaceful","S1E16"
"1","16","15","23","Neutral","S1E16"
"1","16","15","25","Neutral","S1E16"
"1","16","15","27","Scared","S1E16"
"1","16","15","29","Neutral","S1E16"
"1","16","16","1","Neutral","S1E16"
"1","16","16","2","Scared","S1E16"
"1","16","16","4","Scared","S1E16"
"1","16","16","6","Joyful","S1E16"
"1","16","16","7","Neutral","S1E16"
"1","17","2","1","Peaceful","S1E17"
"1","17","2","2","Neutral","S1E17"
"1","17","2","3","Scared","S1E17"
"1","17","2","4","Neutral","S1E17"
"1","17","2","5","Scared","S1E17"
"1","17","2","6","Mad","S1E17"
"1","17","2","7","Neutral","S1E17"
"1","17","2","8","Scared","S1E17"
"1","17","2","9","Joyful","S1E17"
"1","17","2","10","Powerful","S1E17"
"1","17","2","12","Neutral","S1E17"
"1","17","2","13","Neutral","S1E17"
"1","17","2","14","Joyful","S1E17"
"1","17","2","15","Neutral","S1E17"
"1","17","2","16","Neutral","S1E17"
"1","17","2","17","Neutral","S1E17"
"1","17","2","18","Scared","S1E17"
"1","17","2","20","Neutral","S1E17"
"1","17","2","22","Neutral","S1E17"
"1","17","2","23","Scared","S1E17"
"1","17","2","24","Neutral","S1E17"
"1","17","2","25","Scared","S1E17"
"1","17","2","26","Powerful","S1E17"
"1","17","3","1","Neutral","S1E17"
"1","17","3","3","Neutral","S1E17"
"1","17","3","4","Sad","S1E17"
"1","17","3","5","Neutral","S1E17"
"1","17","3","6","Peaceful","S1E17"
"1","17","3","7","Joyful","S1E17"
"1","17","3","8","Joyful","S1E17"
"1","17","3","10","Joyful","S1E17"
"1","17","3","11","Scared","S1E17"
"1","17","3","12","Neutral","S1E17"
"1","17","3","13","Neutral","S1E17"
"1","17","3","14","Neutral","S1E17"
"1","17","4","1","Neutral","S1E17"
"1","17","4","2","Neutral","S1E17"
"1","17","4","3","Joyful","S1E17"
"1","17","4","4","Scared","S1E17"
"1","17","4","5","Neutral","S1E17"
"1","17","4","6","Neutral","S1E17"
"1","17","4","8","Joyful","S1E17"
"1","17","4","10","Scared","S1E17"
"1","17","4","11","Neutral","S1E17"
"1","17","4","12","Neutral","S1E17"
"1","17","4","13","Neutral","S1E17"
"1","17","4","15","Neutral","S1E17"
"1","17","4","17","Neutral","S1E17"
"1","17","4","18","Neutral","S1E17"
"1","17","4","19","Neutral","S1E17"
"1","17","4","21","Mad","S1E17"
"1","17","4","22","Neutral","S1E17"
"1","17","4","23","Neutral","S1E17"
"1","17","4","24","Joyful","S1E17"
"1","17","4","25","Joyful","S1E17"
"1","17","4","27","Neutral","S1E17"
"1","17","5","1","Neutral","S1E17"
"1","17","5","2","Neutral","S1E17"
"1","17","5","3","Neutral","S1E17"
"1","17","5","4","Scared","S1E17"
"1","17","5","5","Neutral","S1E17"
"1","17","5","6","Neutral","S1E17"
"1","17","5","7","Neutral","S1E17"
"1","17","5","8","Scared","S1E17"
"1","17","5","9","Peaceful","S1E17"
"1","17","5","11","Neutral","S1E17"
"1","17","5","12","Neutral","S1E17"
"1","17","5","13","Neutral","S1E17"
"1","17","7","1","Scared","S1E17"
"1","17","7","3","Neutral","S1E17"
"1","17","7","4","Joyful","S1E17"
"1","17","7","6","Neutral","S1E17"
"1","17","7","8","Neutral","S1E17"
"1","17","7","10","Scared","S1E17"
"1","17","7","11","Scared","S1E17"
"1","17","7","12","Scared","S1E17"
"1","17","7","13","Scared","S1E17"
"1","17","7","14","Neutral","S1E17"
"1","17","7","15","Scared","S1E17"
"1","17","7","16","Neutral","S1E17"
"1","17","7","17","Joyful","S1E17"
"1","17","7","18","Neutral","S1E17"
"1","17","7","19","Neutral","S1E17"
"1","17","7","20","Neutral","S1E17"
"1","17","7","22","Neutral","S1E17"
"1","17","7","23","Joyful","S1E17"
"1","17","7","24","Neutral","S1E17"
"1","17","7","25","Neutral","S1E17"
"1","17","7","26","Sad","S1E17"
"1","17","7","27","Powerful","S1E17"
"1","17","7","28","Neutral","S1E17"
"1","17","7","29","Sad","S1E17"
"1","17","9","1","Neutral","S1E17"
"1","17","9","2","Neutral","S1E17"
"1","17","9","3","Scared","S1E17"
"1","17","9","4","Mad","S1E17"
"1","17","9","5","Scared","S1E17"
"1","17","9","6","Peaceful","S1E17"
"1","17","9","7","Neutral","S1E17"
"1","17","9","8","Scared","S1E17"
"1","17","10","1","Scared","S1E17"
"1","17","10","2","Neutral","S1E17"
"1","17","10","3","Sad","S1E17"
"1","17","10","4","Neutral","S1E17"
"1","17","10","5","Neutral","S1E17"
"1","17","10","7","Neutral","S1E17"
"1","17","10","8","Neutral","S1E17"
"1","17","10","9","Joyful","S1E17"
"1","17","10","10","Neutral","S1E17"
"1","17","10","11","Neutral","S1E17"
"1","17","10","12","Neutral","S1E17"
"1","17","11","1","Scared","S1E17"
"1","17","11","3","Mad","S1E17"
"1","17","11","4","Scared","S1E17"
"1","17","11","5","Neutral","S1E17"
"1","17","11","7","Scared","S1E17"
"1","17","11","8","Scared","S1E17"
"1","17","11","10","Mad","S1E17"
"1","17","11","11","Scared","S1E17"
"1","17","11","13","Neutral","S1E17"
"1","17","11","15","Joyful","S1E17"
"1","17","11","16","Neutral","S1E17"
"1","17","11","17","Neutral","S1E17"
"1","17","11","18","Neutral","S1E17"
"1","17","11","19","Neutral","S1E17"
"1","17","11","20","Neutral","S1E17"
"1","17","11","21","Neutral","S1E17"
"1","17","11","22","Neutral","S1E17"
"1","17","12","1","Neutral","S1E17"
"1","17","12","2","Scared","S1E17"
"1","17","12","4","Scared","S1E17"
"1","17","12","5","Sad","S1E17"
"1","17","12","6","Scared","S1E17"
"1","17","12","7","Sad","S1E17"
"1","17","12","8","Scared","S1E17"
"1","17","12","10","Sad","S1E17"
"1","17","12","11","Mad","S1E17"
"1","17","12","12","Sad","S1E17"
"1","17","12","13","Sad","S1E17"
"1","17","12","14","Joyful","S1E17"
"1","17","12","15","Scared","S1E17"
"1","17","12","16","Scared","S1E17"
"1","17","12","17","Scared","S1E17"
"1","17","12","18","Mad","S1E17"
"1","17","12","19","Sad","S1E17"
"1","17","12","21","Peaceful","S1E17"
"1","17","12","22","Peaceful","S1E17"
"1","17","12","24","Sad","S1E17"
"1","17","12","25","Scared","S1E17"
"1","17","12","27","Scared","S1E17"
"1","17","12","28","Scared","S1E17"
"1","17","13","1","Joyful","S1E17"
"1","17","13","3","Powerful","S1E17"
"1","17","13","4","Scared","S1E17"
"1","17","13","5","Scared","S1E17"
"1","17","13","6","Neutral","S1E17"
"1","17","13","8","Joyful","S1E17"
"1","17","13","9","Sad","S1E17"
"1","17","13","10","Scared","S1E17"
"1","17","13","11","Joyful","S1E17"
"1","17","13","13","Joyful","S1E17"
"1","17","13","14","Powerful","S1E17"
"1","17","14","1","Joyful","S1E17"
"1","17","14","2","Neutral","S1E17"
"1","17","14","3","Joyful","S1E17"
"1","17","14","5","Joyful","S1E17"
"1","17","14","7","Mad","S1E17"
"1","17","14","9","Joyful","S1E17"
"1","17","14","10","Joyful","S1E17"
"1","17","14","12","Peaceful","S1E17"
"1","17","14","13","Joyful","S1E17"
"1","18","3","1","Neutral","S1E18"
"1","18","3","2","Neutral","S1E18"
"1","18","3","3","Neutral","S1E18"
"1","18","3","4","Mad","S1E18"
"1","18","3","5","Mad","S1E18"
"1","18","3","6","Neutral","S1E18"
"1","18","3","7","Neutral","S1E18"
"1","18","3","9","Neutral","S1E18"
"1","18","3","11","Mad","S1E18"
"1","18","5","1","Joyful","S1E18"
"1","18","5","2","Neutral","S1E18"
"1","18","5","4","Neutral","S1E18"
"1","18","5","6","Joyful","S1E18"
"1","18","5","7","Neutral","S1E18"
"1","18","5","8","Joyful","S1E18"
"1","18","5","9","Neutral","S1E18"
"1","18","5","10","Joyful","S1E18"
"1","18","5","11","Joyful","S1E18"
"1","18","5","12","Joyful","S1E18"
"1","18","5","13","Joyful","S1E18"
"1","18","5","14","Neutral","S1E18"
"1","18","5","15","Neutral","S1E18"
"1","18","5","17","Joyful","S1E18"
"1","18","5","18","Neutral","S1E18"
"1","18","5","19","Neutral","S1E18"
"1","18","5","20","Neutral","S1E18"
"1","18","5","21","Neutral","S1E18"
"1","18","5","22","Neutral","S1E18"
"1","18","6","1","Neutral","S1E18"
"1","18","6","2","Joyful","S1E18"
"1","18","6","3","Joyful","S1E18"
"1","18","6","4","Neutral","S1E18"
"1","18","6","5","Joyful","S1E18"
"1","18","6","6","Joyful","S1E18"
"1","18","6","7","Neutral","S1E18"
"1","18","6","8","Joyful","S1E18"
"1","18","6","9","Mad","S1E18"
"1","18","6","10","Neutral","S1E18"
"1","18","8","1","Neutral","S1E18"
"1","18","8","3","Neutral","S1E18"
"1","18","8","4","Sad","S1E18"
"1","18","8","5","Neutral","S1E18"
"1","18","8","6","Neutral","S1E18"
"1","18","8","8","Joyful","S1E18"
"1","18","8","10","Neutral","S1E18"
"1","18","8","11","Neutral","S1E18"
"1","18","8","13","Joyful","S1E18"
"1","18","8","15","Powerful","S1E18"
"1","18","8","16","Joyful","S1E18"
"1","18","8","17","Neutral","S1E18"
"1","19","2","1","Neutral","S1E19"
"1","19","2","2","Joyful","S1E19"
"1","19","2","3","Joyful","S1E19"
"1","19","2","4","Joyful","S1E19"
"1","19","2","5","Neutral","S1E19"
"1","19","2","6","Joyful","S1E19"
"1","19","2","7","Neutral","S1E19"
"1","19","2","8","Neutral","S1E19"
"1","19","2","9","Neutral","S1E19"
"1","19","2","10","Powerful","S1E19"
"1","19","2","11","Joyful","S1E19"
"1","19","4","1","Mad","S1E19"
"1","19","4","2","Neutral","S1E19"
"1","19","4","3","Neutral","S1E19"
"1","19","4","4","Neutral","S1E19"
"1","19","4","5","Neutral","S1E19"
"1","19","4","6","Neutral","S1E19"
"1","19","4","7","Neutral","S1E19"
"1","19","4","8","Neutral","S1E19"
"1","19","4","9","Neutral","S1E19"
"1","19","4","10","Neutral","S1E19"
"1","19","4","11","Neutral","S1E19"
"1","19","8","1","Neutral","S1E19"
"1","19","8","2","Neutral","S1E19"
"1","19","8","3","Sad","S1E19"
"1","19","8","4","Neutral","S1E19"
"1","19","8","5","Scared","S1E19"
"1","19","8","6","Neutral","S1E19"
"1","19","8","7","Scared","S1E19"
"1","19","8","9","Neutral","S1E19"
"1","19","8","10","Neutral","S1E19"
"1","19","8","11","Scared","S1E19"
"1","19","8","12","Neutral","S1E19"
"1","19","8","13","Neutral","S1E19"
"1","19","9","1","Neutral","S1E19"
"1","19","9","2","Neutral","S1E19"
"1","19","9","3","Neutral","S1E19"
"1","19","9","4","Neutral","S1E19"
"1","19","9","5","Sad","S1E19"
"1","19","9","6","Joyful","S1E19"
"1","19","9","7","Neutral","S1E19"
"1","19","9","8","Neutral","S1E19"
"1","19","9","9","Joyful","S1E19"
"1","20","1","1","Mad","S1E20"
"1","20","1","2","Peaceful","S1E20"
"1","20","1","3","Peaceful","S1E20"
"1","20","1","4","Joyful","S1E20"
"1","20","1","5","Mad","S1E20"
"1","20","1","6","Scared","S1E20"
"1","20","1","7","Scared","S1E20"
"1","20","1","8","Mad","S1E20"
"1","20","3","1","Joyful","S1E20"
"1","20","3","2","Neutral","S1E20"
"1","20","3","3","Scared","S1E20"
"1","20","3","4","Neutral","S1E20"
"1","20","3","5","Peaceful","S1E20"
"1","20","4","1","Scared","S1E20"
"1","20","4","2","Neutral","S1E20"
"1","20","4","3","Neutral","S1E20"
"1","20","4","4","Neutral","S1E20"
"1","20","4","5","Neutral","S1E20"
"1","20","4","6","Neutral","S1E20"
"1","20","4","7","Mad","S1E20"
"1","20","4","8","Neutral","S1E20"
"1","20","4","9","Scared","S1E20"
"1","20","4","10","Neutral","S1E20"
"1","20","4","11","Neutral","S1E20"
"1","20","4","12","Neutral","S1E20"
"1","20","4","13","Neutral","S1E20"
"1","20","4","15","Neutral","S1E20"
"1","20","5","1","Scared","S1E20"
"1","20","5","2","Sad","S1E20"
"1","20","5","3","Joyful","S1E20"
"1","20","5","4","Neutral","S1E20"
"1","20","5","5","Peaceful","S1E20"
"1","20","5","6","Joyful","S1E20"
"1","20","5","7","Scared","S1E20"
"1","20","5","8","Scared","S1E20"
"1","20","5","9","Neutral","S1E20"
"1","20","5","10","Powerful","S1E20"
"1","20","5","11","Scared","S1E20"
"1","20","5","12","Joyful","S1E20"
"1","20","5","14","Neutral","S1E20"
"1","20","5","16","Neutral","S1E20"
"1","20","5","18","Neutral","S1E20"
"1","20","5","20","Neutral","S1E20"
"1","20","5","21","Mad","S1E20"
"1","20","7","1","Neutral","S1E20"
"1","20","7","3","Mad","S1E20"
"1","20","7","4","Scared","S1E20"
"1","20","7","6","Scared","S1E20"
"1","20","7","7","Scared","S1E20"
"1","20","7","8","Scared","S1E20"
"1","20","7","9","Neutral","S1E20"
"1","20","7","10","Scared","S1E20"
"1","20","7","11","Joyful","S1E20"
"1","20","7","12","Neutral","S1E20"
"1","20","7","13","Sad","S1E20"
"1","20","7","14","Joyful","S1E20"
"1","20","7","15","Neutral","S1E20"
"1","20","7","16","Joyful","S1E20"
"1","20","7","18","Neutral","S1E20"
"1","20","7","19","Neutral","S1E20"
"1","20","7","20","Scared","S1E20"
"1","20","7","21","Neutral","S1E20"
"1","20","7","22","Scared","S1E20"
"1","20","7","23","Neutral","S1E20"
"1","20","7","24","Joyful","S1E20"
"1","20","7","25","Neutral","S1E20"
"1","20","7","26","Joyful","S1E20"
"1","20","9","1","Neutral","S1E20"
"1","20","9","2","Joyful","S1E20"
"1","20","9","3","Neutral","S1E20"
"1","20","9","4","Scared","S1E20"
"1","20","9","5","Scared","S1E20"
"1","20","9","6","Neutral","S1E20"
"1","20","9","7","Mad","S1E20"
"1","20","9","8","Joyful","S1E20"
"1","20","9","9","Neutral","S1E20"
"1","20","9","10","Mad","S1E20"
"1","20","9","11","Neutral","S1E20"
"1","20","9","12","Neutral","S1E20"
"1","20","9","13","Neutral","S1E20"
"1","20","9","14","Neutral","S1E20"
"1","20","9","15","Neutral","S1E20"
"1","20","9","16","Neutral","S1E20"
"1","20","9","17","Neutral","S1E20"
"1","20","9","18","Mad","S1E20"
"1","20","9","19","Mad","S1E20"
"1","20","9","20","Neutral","S1E20"
"1","20","9","21","Joyful","S1E20"
"1","20","9","22","Neutral","S1E20"
"1","20","9","23","Joyful","S1E20"
"1","20","11","1","Neutral","S1E20"
"1","20","11","2","Neutral","S1E20"
"1","20","11","3","Neutral","S1E20"
"1","20","11","4","Sad","S1E20"
"1","20","11","5","Peaceful","S1E20"
"1","20","11","7","Neutral","S1E20"
"1","20","12","1","Joyful","S1E20"
"1","20","12","2","Joyful","S1E20"
"1","20","12","3","Joyful","S1E20"
"1","20","12","4","Neutral","S1E20"
"1","20","12","5","Joyful","S1E20"
"1","20","12","6","Neutral","S1E20"
"1","20","12","7","Neutral","S1E20"
"1","20","12","8","Neutral","S1E20"
"1","20","12","9","Neutral","S1E20"
"1","20","12","10","Neutral","S1E20"
"1","20","12","11","Neutral","S1E20"
"1","20","12","12","Neutral","S1E20"
"1","20","12","13","Neutral","S1E20"
"1","20","12","14","Neutral","S1E20"
"1","20","12","15","Neutral","S1E20"
"1","20","12","16","Joyful","S1E20"
"1","20","12","17","Joyful","S1E20"
"1","20","12","18","Joyful","S1E20"
"1","20","12","19","Scared","S1E20"
"1","20","12","20","Mad","S1E20"
"1","20","12","21","Scared","S1E20"
"1","21","1","1","Neutral","S1E21"
"1","21","1","2","Mad","S1E21"
"1","21","1","3","Peaceful","S1E21"
"1","21","1","4","Sad","S1E21"
"1","21","1","5","Neutral","S1E21"
"1","21","1","6","Joyful","S1E21"
"1","21","1","7","Neutral","S1E21"
"1","21","1","8","Scared","S1E21"
"1","21","1","9","Mad","S1E21"
"1","21","1","10","Scared","S1E21"
"1","21","1","11","Neutral","S1E21"
"1","21","1","12","Neutral","S1E21"
"1","21","1","13","Joyful","S1E21"
"1","21","1","14","Neutral","S1E21"
"1","21","1","15","Mad","S1E21"
"1","21","1","16","Neutral","S1E21"
